"id","code","slug","name","district_id:id","city_id:id","state_id","country_id"
"res_country_ward_922","VN-46_C0_Dcai-be_Wmy-loi-b","my-loi-b","Xã Mỹ Lợi B","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_923","VN-46_C0_Dcai-be_Wthien-trung","thien-trung","Xã Thiện Trung","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_924","VN-46_C0_Dcai-be_Wmy-hoi","my-hoi","Xã Mỹ Hội","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_925","VN-46_C0_Dcai-be_Wan-cu","an-cu","Xã An Cư","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_926","VN-46_C0_Dcai-be_Whau-thanh","hau-thanh","Xã Hậu Thành","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_927","VN-46_C0_Dcai-be_Wmy-loi-a","my-loi-a","Xã Mỹ Lợi A","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_928","VN-46_C0_Dcai-be_Whoa-khanh","hoa-khanh","Xã Hòa Khánh","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_929","VN-46_C0_Dcai-be_Wthien-tri","thien-tri","Xã Thiện Trí","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_930","VN-46_C0_Dcai-be_Wmy-duc-dong","my-duc-dong","Xã Mỹ Đức Đông","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_931","VN-46_C0_Dcai-be_Wmy-duc-tay","my-duc-tay","Xã Mỹ Đức Tây","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_932","VN-46_C0_Dcai-be_Wdong-hoa-hiep","dong-hoa-hiep","Xã Đông Hòa Hiệp","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_933","VN-46_C0_Dcai-be_Wan-thai-dong","an-thai-dong","Xã An Thái Đông","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_934","VN-46_C0_Dcai-be_Wtan-hung","tan-hung","Xã Tân Hưng","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_935","VN-46_C0_Dcai-be_Wmy-luong","my-luong","Xã Mỹ Lương","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_936","VN-46_C0_Dcai-be_Wtan-thanh","tan-thanh","Xã Tân Thanh","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_937","VN-46_C0_Dcai-be_Wan-thai-trung","an-thai-trung","Xã An Thái Trung","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_938","VN-46_C0_Dcai-be_Wan-huu","an-huu","Xã An Hữu","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_939","VN-46_C0_Dcai-be_Whoa-hung","hoa-hung","Xã Hòa Hưng","res_country_district_139","res_city_94","VN-46","VN"
"res_country_ward_940","VN-55_C0_Dhong-dan_Wninh-quoi","ninh-quoi","Xã Ninh Quới","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_941","VN-55_C0_Dhong-dan_Wninh-quoi-a","ninh-quoi-a","Xã Ninh Quới A","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_942","VN-55_C0_Dhong-dan_Wninh-hoa","ninh-hoa","Xã Ninh Hòa","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_943","VN-55_C0_Dhong-dan_Wloc-ninh","loc-ninh","Xã Lộc Ninh","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_944","VN-55_C0_Dhong-dan_Wvinh-loc","vinh-loc","Xã Vĩnh Lộc","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_945","VN-55_C0_Dhong-dan_Wvinh-loc-a","vinh-loc-a","Xã Vĩnh Lộc A","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_946","VN-55_C0_Dhong-dan_Wninh-thanh-loi-a","ninh-thanh-loi-a","Xã Ninh Thạnh Lợi A","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_947","VN-55_C0_Dhong-dan_Wninh-thanh-loi","ninh-thanh-loi","Xã Ninh Thạnh Lợi","res_country_district_195","res_city_101","VN-55","VN"
"res_country_ward_948","VN-04_C0_Dhoa-an_Wdan-chu","dan-chu","Xã Dân Chủ","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_949","VN-04_C0_Dhoa-an_Wnam-tuan","nam-tuan","Xã Nam Tuấn","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_950","VN-04_C0_Dhoa-an_Wdai-tien","dai-tien","Xã Đại Tiến","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_951","VN-04_C0_Dhoa-an_Wduc-long","duc-long","Xã Đức Long","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_952","VN-04_C0_Dhoa-an_Wngu-lao","ngu-lao","Xã Ngũ Lão","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_953","VN-04_C0_Dhoa-an_Wtruong-luong","truong-luong","Xã Trương Lương","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_954","VN-04_C0_Dhoa-an_Whong-viet","hong-viet","Xã Hồng Việt","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_955","VN-04_C0_Dhoa-an_Whoang-tung","hoang-tung","Xã Hoàng Tung","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_956","VN-04_C0_Dhoa-an_Wnguyen-hue","nguyen-hue","Xã Nguyễn Huệ","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_957","VN-04_C0_Dhoa-an_Wquang-trung","quang-trung","Xã Quang Trung","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_958","VN-04_C0_Dhoa-an_Wbach-dang","bach-dang","Xã Bạch Đằng","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_959","VN-04_C0_Dhoa-an_Wbinh-duong","binh-duong","Xã Bình Dương","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_960","VN-04_C0_Dhoa-an_Wle-chung","le-chung","Xã Lê Chung","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_961","VN-04_C0_Dhoa-an_Whong-nam","hong-nam","Xã Hồng Nam","res_country_district_359","res_city_117","VN-04","VN"
"res_country_ward_962","VN-14_C0_Dkim-boi_Wdu-sang","du-sang","Xã Đú Sáng","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_963","VN-14_C0_Dkim-boi_Whung-son","hung-son","Xã Hùng Sơn","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_964","VN-14_C0_Dkim-boi_Wbinh-son","binh-son","Xã Bình Sơn","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_965","VN-14_C0_Dkim-boi_Wtu-son","tu-son","Xã Tú Sơn","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_966","VN-14_C0_Dkim-boi_Wvinh-tien","vinh-tien","Xã Vĩnh Tiến","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_967","VN-14_C0_Dkim-boi_Wdong-bac","dong-bac","Xã Đông Bắc","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_968","VN-14_C0_Dkim-boi_Wxuan-thuy","xuan-thuy","Xã Xuân Thủy","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_969","VN-14_C0_Dkim-boi_Wvinh-dong","vinh-dong","Xã Vĩnh Đồng","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_970","VN-14_C0_Dkim-boi_Wkim-lap","kim-lap","Xã Kim Lập","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_971","VN-14_C0_Dkim-boi_Whop-tien","hop-tien","Xã Hợp Tiến","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_972","VN-14_C0_Dkim-boi_Wkim-boi","kim-boi","Xã Kim Bôi","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_973","VN-14_C0_Dkim-boi_Wnam-thuong","nam-thuong","Xã Nam Thượng","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_974","VN-14_C0_Dkim-boi_Wcuoi-ha","cuoi-ha","Xã Cuối Hạ","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_975","VN-14_C0_Dkim-boi_Wsao-bay","sao-bay","Xã Sào Báy","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_976","VN-14_C0_Dkim-boi_Wmi-hoa","mi-hoa","Xã Mi Hòa","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_977","VN-14_C0_Dkim-boi_Wnuong-dam","nuong-dam","Xã Nuông Dăm","res_country_district_388","res_city_120","VN-14","VN"
"res_country_ward_978","VN-01_C0_Dnam-nhun_Whua-bun","hua-bun","Xã Hua Bun","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_979","VN-01_C0_Dnam-nhun_Wmuong-mo","muong-mo","Xã Mường Mô","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_980","VN-01_C0_Dnam-nhun_Wnam-cha","nam-cha","Xã Nậm Chà","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_981","VN-01_C0_Dnam-nhun_Wnam-manh","nam-manh","Xã Nậm Manh","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_982","VN-01_C0_Dnam-nhun_Wnam-hang","nam-hang","Xã Nậm Hàng","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_983","VN-01_C0_Dnam-nhun_Wle-loi","le-loi","Xã Lê Lợi","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_984","VN-01_C0_Dnam-nhun_Wpu-dao","pu-dao","Xã Pú Đao","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_985","VN-01_C0_Dnam-nhun_Wnam-pi","nam-pi","Xã Nậm Pì","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_986","VN-01_C0_Dnam-nhun_Wnam-ban","nam-ban","Xã Nậm Ban","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_987","VN-01_C0_Dnam-nhun_Wtrung-chai","trung-chai","Xã Trung Chải","res_country_district_110","res_city_90","VN-01","VN"
"res_country_ward_988","VN-30_C0_Dan-khe_Wan-binh","an-binh","Phường An Bình","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_989","VN-30_C0_Dan-khe_Wtay-son","tay-son","Phường Tây Sơn","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_990","VN-30_C0_Dan-khe_Wan-phu","an-phu","Phường An Phú","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_991","VN-30_C0_Dan-khe_Wan-tan","an-tan","Phường An Tân","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_992","VN-30_C0_Dan-khe_Wtu-an","tu-an","Xã Tú An","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_993","VN-30_C0_Dan-khe_Wxuan-an","xuan-an","Xã Xuân An","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_994","VN-30_C0_Dan-khe_Wcuu-an","cuu-an","Xã Cửu An","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_995","VN-30_C0_Dan-khe_Wan-phuoc","an-phuoc","Phường An Phước","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_996","VN-30_C0_Dan-khe_Wsong-an","song-an","Xã Song An","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_997","VN-30_C0_Dan-khe_Wngo-may","ngo-may","Phường Ngô Mây","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_998","VN-30_C0_Dan-khe_Wthanh-an","thanh-an","Xã Thành An","res_country_district_604","res_city_119","VN-30","VN"
"res_country_ward_999","VN-58_C0_Dhon-quan_Wthanh-an","thanh-an","Xã Thanh An","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1000","VN-58_C0_Dhon-quan_Wan-khuong","an-khuong","Xã An Khương","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1001","VN-58_C0_Dhon-quan_Wan-phu","an-phu","Xã An Phú","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1002","VN-58_C0_Dhon-quan_Wtan-loi","tan-loi","Xã Tân Lợi","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1003","VN-58_C0_Dhon-quan_Wtan-hung","tan-hung","Xã Tân Hưng","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1004","VN-58_C0_Dhon-quan_Wminh-duc","minh-duc","Xã Minh Đức","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1005","VN-58_C0_Dhon-quan_Wminh-tam","minh-tam","Xã Minh Tâm","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1006","VN-58_C0_Dhon-quan_Wphuoc-an","phuoc-an","Xã Phước An","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1007","VN-58_C0_Dhon-quan_Wthanh-binh","thanh-binh","Xã Thanh Bình","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1008","VN-58_C0_Dhon-quan_Wdong-no","dong-no","Xã Đồng Nơ","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1009","VN-58_C0_Dhon-quan_Wtan-hiep","tan-hiep","Xã Tân Hiệp","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1010","VN-58_C0_Dhon-quan_Wtan-quan","tan-quan","Xã Tân Quan","res_country_district_570","res_city_143","VN-58","VN"
"res_country_ward_1011","VN-27_C0_Dphu-ninh_Wtam-thanh","tam-thanh","Xã Tam Thành","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1012","VN-27_C0_Dphu-ninh_Wtam-an","tam-an","Xã Tam An","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1013","VN-27_C0_Dphu-ninh_Wtam-dan","tam-dan","Xã Tam Đàn","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1014","VN-27_C0_Dphu-ninh_Wtam-loc","tam-loc","Xã Tam Lộc","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1015","VN-27_C0_Dphu-ninh_Wtam-phuoc","tam-phuoc","Xã Tam Phước","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1016","VN-27_C0_Dphu-ninh_Wtam-vinh","tam-vinh","Xã Tam Vinh","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1017","VN-27_C0_Dphu-ninh_Wtam-thai","tam-thai","Xã Tam Thái","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1018","VN-27_C0_Dphu-ninh_Wtam-dai","tam-dai","Xã Tam Đại","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1019","VN-27_C0_Dphu-ninh_Wtam-dan","tam-dan","Xã Tam Dân","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1020","VN-27_C0_Dphu-ninh_Wtam-lanh","tam-lanh","Xã Tam Lãnh","res_country_district_176","res_city_98","VN-27","VN"
"res_country_ward_1021","VN-SG_C0_D5_W04","04","Phường 04","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1022","VN-SG_C0_D5_W09","09","Phường 09","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1023","VN-SG_C0_D5_W03","03","Phường 03","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1024","VN-SG_C0_D5_W12","12","Phường 12","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1025","VN-SG_C0_D5_W02","02","Phường 02","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1026","VN-SG_C0_D5_W08","08","Phường 08","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1027","VN-SG_C0_D5_W07","07","Phường 07","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1028","VN-SG_C0_D5_W01","01","Phường 01","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1029","VN-SG_C0_D5_W11","11","Phường 11","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1030","VN-SG_C0_D5_W14","14","Phường 14","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1031","VN-SG_C0_D5_W05","05","Phường 05","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1032","VN-SG_C0_D5_W06","06","Phường 06","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1033","VN-SG_C0_D5_W10","10","Phường 10","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1034","VN-SG_C0_D5_W13","13","Phường 13","res_country_district_281","res_city_108","VN-SG","VN"
"res_country_ward_1035","VN-53_C0_Dna-ri_Wvan-vu","van-vu","Xã Văn Vũ","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1036","VN-53_C0_Dna-ri_Wvan-lang","van-lang","Xã Văn Lang","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1037","VN-53_C0_Dna-ri_Wluong-thuong","luong-thuong","Xã Lương Thượng","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1038","VN-53_C0_Dna-ri_Wkim-hy","kim-hy","Xã Kim Hỷ","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1039","VN-53_C0_Dna-ri_Wcuong-loi","cuong-loi","Xã Cường Lợi","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1040","VN-53_C0_Dna-ri_Wkim-lu","kim-lu","Xã Kim Lư","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1041","VN-53_C0_Dna-ri_Wson-thanh","son-thanh","Xã Sơn Thành","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1042","VN-53_C0_Dna-ri_Wvan-minh","van-minh","Xã Văn Minh","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1043","VN-53_C0_Dna-ri_Wcon-minh","con-minh","Xã Côn Minh","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1044","VN-53_C0_Dna-ri_Wcu-le","cu-le","Xã Cư Lễ","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1045","VN-53_C0_Dna-ri_Wtran-phu","tran-phu","Xã Trần Phú","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1046","VN-53_C0_Dna-ri_Wquang-phong","quang-phong","Xã Quang Phong","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1047","VN-53_C0_Dna-ri_Wduong-son","duong-son","Xã Dương Sơn","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1048","VN-53_C0_Dna-ri_Wxuan-duong","xuan-duong","Xã Xuân Dương","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1049","VN-53_C0_Dna-ri_Wdong-xa","dong-xa","Xã Đổng Xá","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1050","VN-53_C0_Dna-ri_Wliem-thuy","liem-thuy","Xã Liêm Thuỷ","res_country_district_558","res_city_141","VN-53","VN"
"res_country_ward_1051","VN-30_C0_Dchu-puh_Wia-hru","ia-hru","Xã Ia Hrú","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1052","VN-30_C0_Dchu-puh_Wia-rong","ia-rong","Xã Ia Rong","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1053","VN-30_C0_Dchu-puh_Wia-dreng","ia-dreng","Xã Ia Dreng","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1054","VN-30_C0_Dchu-puh_Wia-hla","ia-hla","Xã Ia Hla","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1055","VN-30_C0_Dchu-puh_Wchu-don","chu-don","Xã Chư Don","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1056","VN-30_C0_Dchu-puh_Wia-phang","ia-phang","Xã Ia Phang","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1057","VN-30_C0_Dchu-puh_Wia-le","ia-le","Xã Ia Le","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1058","VN-30_C0_Dchu-puh_Wia-blu","ia-blu","Xã Ia BLứ","res_country_district_385","res_city_119","VN-30","VN"
"res_country_ward_1059","VN-45_C0_Dthanh-binh_Wtan-quoi","tan-quoi","Xã Tân Quới","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1060","VN-45_C0_Dthanh-binh_Wtan-hoa","tan-hoa","Xã Tân Hòa","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1061","VN-45_C0_Dthanh-binh_Wan-phong","an-phong","Xã An Phong","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1062","VN-45_C0_Dthanh-binh_Wphu-loi","phu-loi","Xã Phú Lợi","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1063","VN-45_C0_Dthanh-binh_Wtan-my","tan-my","Xã Tân Mỹ","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1064","VN-45_C0_Dthanh-binh_Wbinh-tan","binh-tan","Xã Bình Tấn","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1065","VN-45_C0_Dthanh-binh_Wtan-hue","tan-hue","Xã Tân Huề","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1066","VN-45_C0_Dthanh-binh_Wtan-binh","tan-binh","Xã Tân Bình","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1067","VN-45_C0_Dthanh-binh_Wtan-thanh","tan-thanh","Xã Tân Thạnh","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1068","VN-45_C0_Dthanh-binh_Wtan-phu","tan-phu","Xã Tân Phú","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1069","VN-45_C0_Dthanh-binh_Wbinh-thanh","binh-thanh","Xã Bình Thành","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1070","VN-45_C0_Dthanh-binh_Wtan-long","tan-long","Xã Tân Long","res_country_district_100","res_city_89","VN-45","VN"
"res_country_ward_1071","VN-CT_C0_Dbinh-thuy_Wbinh-thuy","binh-thuy","Phường Bình Thủy","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1072","VN-CT_C0_Dbinh-thuy_Wtra-an","tra-an","Phường Trà An","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1073","VN-CT_C0_Dbinh-thuy_Wtra-noc","tra-noc","Phường Trà Nóc","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1074","VN-CT_C0_Dbinh-thuy_Wthoi-an-dong","thoi-an-dong","Phường Thới An Đông","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1075","VN-CT_C0_Dbinh-thuy_Wan-thoi","an-thoi","Phường An Thới","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1076","VN-CT_C0_Dbinh-thuy_Wbui-huu-nghia","bui-huu-nghia","Phường Bùi Hữu Nghĩa","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1077","VN-CT_C0_Dbinh-thuy_Wlong-hoa","long-hoa","Phường Long Hòa","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1078","VN-CT_C0_Dbinh-thuy_Wlong-tuyen","long-tuyen","Phường Long Tuyền","res_country_district_436","res_city_126","VN-CT","VN"
"res_country_ward_1079","VN-32_C0_Dson-hoa_Wphuoc-tan","phuoc-tan","Xã Phước Tân","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1080","VN-32_C0_Dson-hoa_Wson-hoi","son-hoi","Xã Sơn Hội","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1081","VN-32_C0_Dson-hoa_Wson-dinh","son-dinh","Xã Sơn Định","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1082","VN-32_C0_Dson-hoa_Wson-long","son-long","Xã Sơn Long","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1083","VN-32_C0_Dson-hoa_Wca-lui","ca-lui","Xã Cà Lúi","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1084","VN-32_C0_Dson-hoa_Wson-phuoc","son-phuoc","Xã Sơn Phước","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1085","VN-32_C0_Dson-hoa_Wson-xuan","son-xuan","Xã Sơn Xuân","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1086","VN-32_C0_Dson-hoa_Wson-nguyen","son-nguyen","Xã Sơn Nguyên","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1087","VN-32_C0_Dson-hoa_Weacha-rang","eacha-rang","Xã Eachà Rang","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1088","VN-32_C0_Dson-hoa_Wkrong-pa","krong-pa","Xã Krông Pa","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1089","VN-32_C0_Dson-hoa_Wsuoi-bac","suoi-bac","Xã Suối Bạc","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1090","VN-32_C0_Dson-hoa_Wson-ha","son-ha","Xã Sơn Hà","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1091","VN-32_C0_Dson-hoa_Wsuoi-trai","suoi-trai","Xã Suối Trai","res_country_district_148","res_city_95","VN-32","VN"
"res_country_ward_1092","VN-27_C0_Dthang-binh_Wbinh-duong","binh-duong","Xã Bình Dương","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1093","VN-27_C0_Dthang-binh_Wbinh-giang","binh-giang","Xã Bình Giang","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1094","VN-27_C0_Dthang-binh_Wbinh-nguyen","binh-nguyen","Xã Bình Nguyên","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1095","VN-27_C0_Dthang-binh_Wbinh-phuc","binh-phuc","Xã Bình Phục","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1096","VN-27_C0_Dthang-binh_Wbinh-trieu","binh-trieu","Xã Bình Triều","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1097","VN-27_C0_Dthang-binh_Wbinh-dao","binh-dao","Xã Bình Đào","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1098","VN-27_C0_Dthang-binh_Wbinh-minh","binh-minh","Xã Bình Minh","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1099","VN-27_C0_Dthang-binh_Wbinh-lanh","binh-lanh","Xã Bình Lãnh","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1100","VN-27_C0_Dthang-binh_Wbinh-tri","binh-tri","Xã Bình Trị","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1101","VN-27_C0_Dthang-binh_Wbinh-dinh-bac","binh-dinh-bac","Xã Bình Định Bắc","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1102","VN-27_C0_Dthang-binh_Wbinh-dinh-nam","binh-dinh-nam","Xã Bình Định Nam","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1103","VN-27_C0_Dthang-binh_Wbinh-quy","binh-quy","Xã Bình Quý","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1104","VN-27_C0_Dthang-binh_Wbinh-phu","binh-phu","Xã Bình Phú","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1105","VN-27_C0_Dthang-binh_Wbinh-chanh","binh-chanh","Xã Bình Chánh","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1106","VN-27_C0_Dthang-binh_Wbinh-tu","binh-tu","Xã Bình Tú","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1107","VN-27_C0_Dthang-binh_Wbinh-sa","binh-sa","Xã Bình Sa","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1108","VN-27_C0_Dthang-binh_Wbinh-hai","binh-hai","Xã Bình Hải","res_country_district_171","res_city_98","VN-27","VN"
"res_country_ward_1109","VN-27_C0_Dthang-binh_Wbinh-que","binh-que","Xã Bình Quế","res_country_district_171","res_city_98","VN-27","VN"
